tweet_id,Breed,Confidence,timestamp,source,rating_numerator,rating_denominator,name,dog_stage,retweet_count,favorite_count
667119796878725120,Pembroke,0.741563,2015-11-18 23:18:48+00:00,Twitter for iPhone,10.0,10.0,Gabe,,135,346
667138269671505920,West_Highland_white_terrier,0.747713,2015-11-19 00:32:12+00:00,Twitter for iPhone,10.0,10.0,None,,2387,4851
667152164079423490,toy_poodle,0.535411,2015-11-19 01:27:25+00:00,Twitter for iPhone,12.0,10.0,Pipsy,,18285,49720
667160273090932737,golden_retriever,0.471351,2015-11-19 01:59:39+00:00,Twitter for iPhone,11.0,10.0,Bradlay,,66,268
667165590075940865,miniature_pinscher,0.140173,2015-11-19 02:20:46+00:00,Twitter for iPhone,10.0,10.0,Churlie,,1241,2819
667171260800061440,giant_schnauzer,0.8412649999999999,2015-11-19 02:43:18+00:00,Twitter for iPhone,10.0,10.0,Kenneth,,97,235
667174963120574464,toy_poodle,0.266437,2015-11-19 02:58:01+00:00,Twitter for iPhone,9.0,10.0,Clarence,,88,262
667176164155375616,soft-coated_wheaten_terrier,0.318981,2015-11-19 03:02:47+00:00,Twitter for iPhone,4.0,10.0,None,,484,640
667177989038297088,vizsla,0.2592489999999999,,,,,,,58,200
667182792070062081,golden_retriever,0.949892,2015-11-19 03:29:07+00:00,Twitter for iPhone,10.0,10.0,Timison,,6618,15075
667192066997374976,Rottweiler,0.28364,2015-11-19 04:05:59+00:00,Twitter for iPhone,12.0,10.0,None,,115,414
667200525029539841,Siberian_husky,0.694904,2015-11-19 04:39:35+00:00,Twitter for iPhone,11.0,10.0,Joshwa,,282,658
667211855547486208,golden_retriever,0.462556,2015-11-19 05:24:37+00:00,Twitter for iPhone,9.0,10.0,Genevieve,,258,516
667393430834667520,papillon,0.557009,2015-11-19 17:26:08+00:00,Twitter for iPhone,8.0,10.0,Fwed,,60,211
667405339315146752,Saint_Bernard,0.381377,2015-11-19 18:13:27+00:00,Twitter for iPhone,7.0,10.0,Biden,,234,489
667435689202614272,Rottweiler,0.999091,2015-11-19 20:14:03+00:00,Twitter for iPhone,12.0,10.0,None,,89,326
667453023279554560,Labrador_retriever,0.8256700000000001,2015-11-19 21:22:56+00:00,Twitter Web Client,11.0,10.0,Cupcake,,96,327
667455448082227200,Tibetan_terrier,0.676376,2015-11-19 21:32:34+00:00,Twitter Web Client,7.0,10.0,Reese,,66,203
667470559035432960,toy_poodle,0.304175,,,,,,,102,273
667491009379606528,borzoi,0.852088,2015-11-19 23:53:52+00:00,Twitter Web Client,7.0,10.0,None,,242,559
667495797102141441,Chihuahua,0.143957,2015-11-20 00:12:54+00:00,Twitter Web Client,9.0,10.0,Philippe,,294,565
667502640335572993,Labrador_retriever,0.996709,2015-11-20 00:40:05+00:00,Twitter Web Client,11.0,10.0,Hall,,231,563
667509364010450944,beagle,0.636169,2015-11-20 01:06:48+00:00,Twitter Web Client,12.0,10.0,None,,2272,7148
667517642048163840,Italian_greyhound,0.125176,2015-11-20 01:39:42+00:00,Twitter Web Client,8.0,10.0,Dook,,203,389
667524857454854144,Chesapeake_Bay_retriever,0.0881223999999999,2015-11-20 02:08:22+00:00,Twitter Web Client,12.0,10.0,None,,1198,1798
667530908589760512,golden_retriever,0.633037,2015-11-20 02:32:25+00:00,Twitter Web Client,10.0,10.0,Naphaniel,,264,501
667534815156183040,Pembroke,0.435254,2015-11-20 02:47:56+00:00,Twitter Web Client,8.0,10.0,Frank,,576,866
667538891197542400,Yorkshire_terrier,0.618957,,,,,,,72,220
667544320556335104,Pomeranian,0.412893,2015-11-20 03:25:43+00:00,Twitter Web Client,10.0,10.0,Kial,,568,917
667546741521195010,toy_poodle,0.787424,2015-11-20 03:35:20+00:00,Twitter Web Client,9.0,10.0,George,,138,355
667550904950915073,vizsla,8.10632e-05,,,,,,,37,0
667728196545200128,kuvasz,0.360159,2015-11-20 15:36:22+00:00,Twitter Web Client,11.0,10.0,Olive,,162,398
667773195014021121,West_Highland_white_terrier,0.360465,,,,,,,61,243
667793409583771648,dalmatian,0.5350729999999999,2015-11-20 19:55:30+00:00,Twitter for iPhone,8.0,10.0,None,,358,736
667801013445750784,flat-coated_retriever,0.508392,2015-11-20 20:25:43+00:00,Twitter for iPhone,12.0,10.0,None,,101,346
667806454573760512,Chihuahua,0.187155,2015-11-20 20:47:20+00:00,Twitter for iPhone,10.0,10.0,Filup,,535,1111
667832474953625600,miniature_pinscher,0.2142,2015-11-20 22:30:44+00:00,Twitter for iPhone,12.0,10.0,None,,68,303
667861340749471744,malamute,0.967275,,,,,,,86,253
667878741721415682,miniature_pinscher,0.106003,2015-11-21 01:34:35+00:00,Twitter for iPhone,2.0,10.0,Tedrick,,127,409
667885044254572545,malamute,0.0885297,2015-11-21 01:59:37+00:00,Twitter for iPhone,10.0,10.0,Stu,,530,868
667886921285246976,Pomeranian,0.8004319999999999,2015-11-21 02:07:05+00:00,Twitter for iPhone,11.0,10.0,Erik,,1180,2011
667902449697558528,Norwegian_elkhound,0.298881,2015-11-21 03:08:47+00:00,Twitter for iPhone,9.0,10.0,Cleopatricia,,396,905
667915453470232577,boxer,0.196655,2015-11-21 04:00:28+00:00,Twitter for iPhone,10.0,10.0,Otis,,59,222
667924896115245057,Labrador_retriever,0.209051,2015-11-21 04:37:59+00:00,Twitter for iPhone,9.0,10.0,Jiminy,,119,318
668113020489474048,Pembroke,0.548896,2015-11-21 17:05:31+00:00,Twitter for iPhone,6.0,10.0,Alfie,,265,709
668171859951755264,Chihuahua,0.664834,,,,,,,208,525
668190681446379520,Blenheim_spaniel,0.958402,2015-11-21 22:14:07+00:00,Twitter for iPhone,12.0,10.0,Skittles,,210,696
668204964695683073,Labrador_retriever,0.65518,2015-11-21 23:10:52+00:00,Twitter for iPhone,8.0,10.0,Ron,,206,586
668221241640230912,chow,0.395101,2015-11-22 00:15:33+00:00,Twitter for iPhone,10.0,10.0,None,,215,537
668237644992782336,chow,0.8093199999999999,2015-11-22 01:20:44+00:00,Twitter for iPhone,10.0,10.0,Torque,,3100,6614
668248472370458624,Chihuahua,0.7345470000000001,2015-11-22 02:03:45+00:00,Twitter for iPhone,8.0,10.0,Bisquick,,523,1056
668256321989451776,Pembroke,0.0944294,2015-11-22 02:34:57+00:00,Twitter for iPhone,13.0,10.0,Jareld,,667,1385
668268907921326080,Pembroke,0.48483,2015-11-22 03:24:58+00:00,Twitter for iPhone,10.0,10.0,None,,261,592
668274247790391296,soft-coated_wheaten_terrier,0.4063739999999999,2015-11-22 03:46:11+00:00,Twitter for iPhone,10.0,10.0,Sophie,,248,886
668286279830867968,golden_retriever,0.215944,2015-11-22 04:33:59+00:00,Twitter for iPhone,11.0,10.0,Rusty,,149,535
668297328638447616,Eskimo_dog,0.0327838,2015-11-22 05:17:54+00:00,Twitter for iPhone,9.0,10.0,None,,319,656
668480044826800133,Labrador_retriever,0.0999648,2015-11-22 17:23:57+00:00,Twitter for iPhone,11.0,10.0,DayZ,,162,491
668484198282485761,standard_poodle,0.587372,2015-11-22 17:40:27+00:00,Twitter for iPhone,9.0,10.0,None,,253,453
668496999348633600,Staffordshire_bullterrier,0.412879,2015-11-22 18:31:19+00:00,Twitter for iPhone,8.0,10.0,Jo,,146,436
668507509523615744,basenji,0.0553793999999999,,,,,,,116,345
668528771708952576,Labrador_retriever,0.1958349999999999,2015-11-22 20:37:34+00:00,Twitter for iPhone,12.0,10.0,Gòrdón,,242,496
668537837512433665,Lakeland_terrier,0.372988,2015-11-22 21:13:35+00:00,Twitter for iPhone,8.0,10.0,Spark,,79,265
668542336805281792,American_Staffordshire_terrier,0.2676949999999999,2015-11-22 21:31:28+00:00,Twitter for iPhone,10.0,10.0,None,,231,497
668567822092664832,Shih-Tzu,0.985649,2015-11-22 23:12:44+00:00,Twitter for iPhone,11.0,10.0,Marvin,,62,265
668623201287675904,Chihuahua,0.708163,2015-11-23 02:52:48+00:00,Twitter for iPhone,10.0,10.0,Jomathan,,851,1551
668625577880875008,groenendael,0.0544548,2015-11-23 03:02:14+00:00,Twitter for iPhone,10.0,10.0,Maks,,140,417
668627278264475648,French_bulldog,0.965403,2015-11-23 03:09:00+00:00,Twitter for iPhone,9.0,10.0,Timofy,,123,341
668631377374486528,miniature_schnauzer,0.904549,2015-11-23 03:25:17+00:00,Twitter for iPhone,5.0,10.0,Zeek,,349,763
668633411083464705,Pekinese,0.589011,2015-11-23 03:33:22+00:00,Twitter for iPhone,10.0,10.0,Churlie,,1788,3024
668636665813057536,komondor,0.999956,,,,,,,528,1114
668641109086707712,pug,0.146311,2015-11-23 04:03:57+00:00,Twitter for iPhone,10.0,10.0,Hanz,,573,1145
668655139528511488,beagle,0.31911,2015-11-23 04:59:42+00:00,Twitter for iPhone,11.0,10.0,Winifred,,233,562
668779399630725120,Chesapeake_Bay_retriever,0.285508,2015-11-23 13:13:28+00:00,Twitter for iPhone,10.0,10.0,Kevon,,409,749
668815180734689280,redbone,0.461172,,,,,,,291,610
668826086256599040,malinois,0.640185,2015-11-23 16:18:59+00:00,Twitter for iPhone,10.0,10.0,Banditt,,150,467
668852170888998912,golden_retriever,0.903529,2015-11-23 18:02:38+00:00,Twitter for iPhone,11.0,10.0,Bobb,,184,479
668872652652679168,miniature_schnauzer,0.0355366,2015-11-23 19:24:02+00:00,Twitter for iPhone,11.0,10.0,Amélie,,322,566
668892474547511297,kelpie,0.421979,2015-11-23 20:42:48+00:00,Twitter for iPhone,11.0,10.0,Ruffles,,164,422
668902994700836864,Brittany_spaniel,0.828425,2015-11-23 21:24:36+00:00,Twitter for iPhone,11.0,10.0,Lambeau,,107,338
668932921458302977,standard_poodle,0.237638,2015-11-23 23:23:31+00:00,Twitter for iPhone,9.0,10.0,Herald,,63,284
668955713004314625,cocker_spaniel,0.367492,,,,,,,77,300
668960084974809088,Chesapeake_Bay_retriever,0.165878,2015-11-24 01:11:27+00:00,Twitter for iPhone,10.0,10.0,Jaycob,,263,757
668975677807423489,basset,0.605437,2015-11-24 02:13:25+00:00,Twitter for iPhone,11.0,10.0,Jeremy,,641,1386
668979806671884288,golden_retriever,0.608537,2015-11-24 02:29:49+00:00,Twitter for iPhone,12.0,10.0,Chaz,,382,842
668986018524233728,Chihuahua,0.00563972,2015-11-24 02:54:30+00:00,Twitter for iPhone,9.0,10.0,Ruby,,183,578
668989615043424256,pug,0.917326,2015-11-24 03:08:48+00:00,Twitter for iPhone,3.0,10.0,Bernie,,356,726
668994913074286592,English_springer,0.0897633,2015-11-24 03:29:51+00:00,Twitter for iPhone,5.0,10.0,None,,254,468
669000397445533696,Pembroke,0.82294,2015-11-24 03:51:38+00:00,Twitter for iPhone,11.0,10.0,Terrance,,6965,22118
669006782128353280,Chihuahua,0.1271779999999999,2015-11-24 04:17:01+00:00,Twitter for iPhone,12.0,10.0,Tucker,,269,610
669037058363662336,Chihuahua,0.803528,2015-11-24 06:17:19+00:00,Twitter for iPhone,10.0,10.0,None,,336,698
669203728096960512,pug,0.910452,2015-11-24 17:19:36+00:00,Twitter for iPhone,9.0,10.0,Samsom,,522,1074
669216679721873412,golden_retriever,0.992758,2015-11-24 18:11:04+00:00,Twitter for iPhone,8.0,10.0,Clarq,,422,958
669324657376567296,Cardigan,0.131544,2015-11-25 01:20:08+00:00,Twitter for iPhone,11.0,10.0,Ralf,,223,525
669327207240699904,golden_retriever,0.919584,2015-11-25 01:30:16+00:00,Twitter for iPhone,13.0,10.0,None,,127,610
669328503091937280,Siberian_husky,0.424202,2015-11-25 01:35:25+00:00,Twitter for iPhone,12.0,10.0,Kirk,,452,1081
669353438988365824,Pembroke,0.2123429999999999,2015-11-25 03:14:30+00:00,Twitter for iPhone,10.0,10.0,Tessa,,281,687
669354382627049472,Chihuahua,0.97399,2015-11-25 03:18:15+00:00,Twitter for iPhone,8.0,10.0,Dug,,1390,2889
669359674819481600,Labrador_retriever,0.367818,2015-11-25 03:39:17+00:00,Twitter for iPhone,11.0,10.0,Saydee,,134,390
669363888236994561,golden_retriever,0.539004,2015-11-25 03:56:01+00:00,Twitter for iPhone,10.0,10.0,None,,252,669
669367896104181761,basset,0.749394,2015-11-25 04:11:57+00:00,Twitter for iPhone,10.0,10.0,Chip,,172,485
669371483794317312,Brabancon_griffon,0.483268,2015-11-25 04:26:12+00:00,Twitter for iPhone,10.0,10.0,Oliviér,,196,524
669375718304980992,Airedale,0.168762,2015-11-25 04:43:02+00:00,Twitter for iPhone,6.0,10.0,Billl,,792,1425
669393256313184256,cocker_spaniel,0.3598429999999999,2015-11-25 05:52:43+00:00,Twitter for iPhone,10.0,10.0,Ronduh,,83,383
669564461267722241,toy_poodle,0.623685,,,,,,,133,413
669567591774625800,Chihuahua,0.980511,2015-11-25 17:25:28+00:00,Twitter for iPhone,9.0,10.0,Kollin,,61,248
669573570759163904,West_Highland_white_terrier,0.946828,2015-11-25 17:49:14+00:00,Twitter for iPhone,10.0,10.0,Linda,,156,467
669597912108789760,Eskimo_dog,0.595665,2015-11-25 19:25:57+00:00,Twitter for iPhone,10.0,10.0,Skye,,163,550
669603084620980224,Maltese_dog,0.659619,2015-11-25 19:46:30+00:00,Twitter for iPhone,10.0,10.0,None,,401,1006
669625907762618368,golden_retriever,0.0554081,2015-11-25 21:17:12+00:00,Twitter for iPhone,12.0,10.0,Penny,,1963,3769
669680153564442624,dalmatian,0.141257,2015-11-26 00:52:45+00:00,Twitter for iPhone,8.0,10.0,Shawwn,,311,712
669683899023405056,Pomeranian,0.998275,2015-11-26 01:07:38+00:00,Twitter for iPhone,10.0,10.0,Kloey,,119,412
669753178989142016,Pembroke,0.8584940000000001,2015-11-26 05:42:55+00:00,Twitter for iPhone,10.0,10.0,Chester,,431,858
669926384437997569,Pomeranian,0.984231,2015-11-26 17:11:11+00:00,Twitter for iPhone,12.0,10.0,None,,115,400
669942763794931712,vizsla,0.743216,2015-11-26 18:16:16+00:00,Twitter for iPhone,11.0,10.0,Andru,,183,536
669970042633789440,miniature_pinscher,0.734744,2015-11-26 20:04:40+00:00,Twitter for iPhone,10.0,10.0,Julio,,65,317
669993076832759809,toy_poodle,0.0865016,2015-11-26 21:36:12+00:00,Twitter for iPhone,9.0,10.0,Zoey,,92,344
670003130994700288,beagle,0.375313,2015-11-26 22:16:09+00:00,Twitter for iPhone,10.0,10.0,Raphael,,100,352
670040295598354432,borzoi,0.0266596,2015-11-27 00:43:49+00:00,Twitter for iPhone,10.0,10.0,None,,118,801
670046952931721218,Blenheim_spaniel,0.998335,2015-11-27 01:10:17+00:00,Twitter for iPhone,11.0,10.0,Ben,,191,684
670061506722140161,Italian_greyhound,0.329339,2015-11-27 02:08:07+00:00,Twitter for iPhone,11.0,10.0,Liam,,373,822
670073503555706880,malamute,0.6018859999999999,2015-11-27 02:55:47+00:00,Twitter for iPhone,10.0,10.0,Winston,,874,1674
670086499208155136,German_short-haired_pointer,0.273492,2015-11-27 03:47:25+00:00,Twitter for iPhone,10.0,10.0,None,,275,740
670093938074779648,toy_poodle,0.383346,2015-11-27 04:16:59+00:00,Twitter for iPhone,9.0,10.0,Wally,,365,1106
670290420111441920,Chihuahua,0.368876,2015-11-27 17:17:44+00:00,Twitter for iPhone,11.0,10.0,Sandra,,315,750
670303360680108032,Shetland_sheepdog,0.380278,,,,,,,151,452
670319130621435904,Irish_terrier,0.2548559999999999,2015-11-27 19:11:49+00:00,Twitter for iPhone,11.0,10.0,None,,1359,4110
670338931251150849,cairn,0.245033,2015-11-27 20:30:30+00:00,Twitter for iPhone,10.0,10.0,Butters,,122,451
670374371102445568,English_springer,0.974936,2015-11-27 22:51:19+00:00,Twitter for iPhone,12.0,10.0,Daisy,,295,785
670385711116361728,whippet,0.178027,2015-11-27 23:36:23+00:00,Twitter for iPhone,8.0,10.0,Larry,,234,593
670403879788544000,pug,0.8022229999999999,2015-11-28 00:48:35+00:00,Twitter for iPhone,10.0,10.0,Nigel,,173,460
670411370698022913,Maltese_dog,0.584397,2015-11-28 01:18:21+00:00,Twitter for iPhone,12.0,10.0,Scooter,,991,2176
670421925039075328,Chihuahua,0.275793,2015-11-28 02:00:17+00:00,Twitter for iPhone,12.0,10.0,Herb,,709,1415
670427002554466305,toy_terrier,0.0388716,,,,,,,179,551
670428280563085312,chow,0.335269,2015-11-28 02:25:32+00:00,Twitter for iPhone,11.0,10.0,Willy,,694,1484
670433248821026816,giant_schnauzer,0.0622148,2015-11-28 02:45:17+00:00,Twitter for iPhone,10.0,10.0,Sam,,122,345
670434127938719744,Chesapeake_Bay_retriever,0.027351,2015-11-28 02:48:46+00:00,Twitter for iPhone,11.0,10.0,Hank,,708,1501
670435821946826752,basenji,0.135767,2015-11-28 02:55:30+00:00,Twitter for iPhone,10.0,10.0,None,,570,1127
670442337873600512,Sussex_spaniel,0.403552,2015-11-28 03:21:24+00:00,Twitter for iPhone,11.0,10.0,Koda,,213,690
670444955656130560,English_springer,0.403698,2015-11-28 03:31:48+00:00,Twitter for iPhone,10.0,10.0,Paull,,2153,7120
670452855871037440,malamute,0.0803794999999999,2015-11-28 04:03:11+00:00,Twitter for iPhone,11.0,10.0,None,,225,580
670676092097810432,Dandie_Dinmont,0.6761020000000001,2015-11-28 18:50:15+00:00,Twitter for iPhone,8.0,10.0,Bloo,,45,267
670679630144274432,Ibizan_hound,0.342734,2015-11-28 19:04:19+00:00,Twitter for iPhone,8.0,10.0,Pluto,,315,799
670691627984359425,Shetland_sheepdog,0.0711243999999999,2015-11-28 19:51:59+00:00,Twitter for iPhone,8.0,10.0,Ester,,266,632
670704688707301377,Norwich_terrier,0.419838,2015-11-28 20:43:53+00:00,Twitter for iPhone,6.0,10.0,Danny,,405,814
670717338665226240,Pomeranian,0.368161,2015-11-28 21:34:09+00:00,Twitter for iPhone,12.0,10.0,None,,547,1301
670755717859713024,keeshond,0.994065,2015-11-29 00:06:39+00:00,Twitter for iPhone,9.0,10.0,Gin,,123,475
670764103623966721,Norfolk_terrier,0.17285,2015-11-29 00:39:59+00:00,Twitter for iPhone,10.0,10.0,Vincent,,466,1154
670778058496974848,pug,0.776612,2015-11-29 01:35:26+00:00,Twitter for iPhone,10.0,10.0,None,,77,345
670780561024270336,Labrador_retriever,0.244889,2015-11-29 01:45:22+00:00,Twitter for iPhone,7.0,10.0,Traviss,,317,831
670782429121134593,Chihuahua,0.952963,2015-11-29 01:52:48+00:00,Twitter for iPhone,5.0,10.0,None,,863,1691
670786190031921152,Pembroke,0.127438,2015-11-29 02:07:44+00:00,Twitter for iPhone,8.0,10.0,Creg,,218,640
670789397210615808,beagle,0.295966,2015-11-29 02:20:29+00:00,Twitter for iPhone,9.0,10.0,None,,255,700
670792680469889025,toy_poodle,0.031355,2015-11-29 02:33:32+00:00,Twitter for iPhone,7.0,10.0,Antony,,298,889
670797304698376195,Pembroke,0.472197,2015-11-29 02:51:54+00:00,Twitter for iPhone,11.0,10.0,Trigger,,262,780
670803562457407488,basenji,0.344101,2015-11-29 03:16:46+00:00,Twitter for iPhone,10.0,10.0,None,,95,362
670804601705242624,Pomeranian,0.86856,2015-11-29 03:20:54+00:00,Twitter for iPhone,10.0,10.0,Mason,,1035,2098
670807719151067136,Old_English_sheepdog,0.958035,2015-11-29 03:33:17+00:00,Twitter for iPhone,11.0,10.0,Andy,,546,1234
670811965569282048,basset,0.99409,2015-11-29 03:50:10+00:00,Twitter for iPhone,10.0,10.0,Maggie,,295,1202
670815497391357952,American_Staffordshire_terrier,0.919714,2015-11-29 04:04:12+00:00,Twitter for iPhone,10.0,10.0,Sage,,1708,3410
670822709593571328,Chihuahua,0.00125152,2015-11-29 04:32:51+00:00,Twitter for iPhone,10.0,10.0,None,,105,647
670823764196741120,Labrador_retriever,0.947453,2015-11-29 04:37:03+00:00,Twitter for iPhone,12.0,10.0,Remington,,205,824
670832455012716544,malinois,0.317607,2015-11-29 05:11:35+00:00,Twitter for iPhone,10.0,10.0,Amy,,242,780
670833812859932673,Pekinese,0.609853,2015-11-29 05:16:59+00:00,Twitter for iPhone,7.0,10.0,Jett,,135,474
670840546554966016,Shih-Tzu,0.963622,2015-11-29 05:43:44+00:00,Twitter for iPhone,10.0,10.0,Colby,,213,634
670995969505435648,redbone,0.8662209999999999,2015-11-29 16:01:20+00:00,Twitter for iPhone,12.0,10.0,None,,317,1175
671109016219725825,basenji,0.855959,2015-11-29 23:30:32+00:00,Twitter for iPhone,8.0,10.0,Toby,,478,1225
671115716440031232,malinois,0.406341,2015-11-29 23:57:10+00:00,Twitter for iPhone,6.0,10.0,Phred,,842,1436
671122204919246848,Chihuahua,0.101228,2015-11-30 00:22:57+00:00,Twitter for iPhone,4.0,10.0,None,,2763,3729
671134062904504320,Shih-Tzu,0.1803799999999999,2015-11-30 01:10:04+00:00,Twitter for iPhone,8.0,10.0,Clarence,,212,796
671138694582165504,Samoyed,0.587342,2015-11-30 01:28:28+00:00,Twitter for iPhone,10.0,10.0,None,,448,996
671141549288370177,borzoi,0.0753577,2015-11-30 01:39:49+00:00,Twitter for iPhone,9.0,10.0,None,,713,1246
671147085991960577,Yorkshire_terrier,0.467202,,,,,,,254,713
671151324042559489,Rottweiler,0.781201,2015-11-30 02:18:39+00:00,Twitter for iPhone,12.0,10.0,None,,166,714
671154572044468225,Labrador_retriever,0.495047,2015-11-30 02:31:34+00:00,Twitter for iPhone,11.0,10.0,Holly,,241,769
671163268581498880,Scottish_deerhound,0.0269829,2015-11-30 03:06:07+00:00,Twitter for iPhone,8.0,10.0,None,,1198,1763
671182547775299584,Rottweiler,0.331179,2015-11-30 04:22:44+00:00,Twitter for iPhone,12.0,10.0,None,,378,1193
671186162933985280,Chihuahua,0.319106,2015-11-30 04:37:05+00:00,Twitter for iPhone,10.0,10.0,Sparky,,241,788
671355857343524864,miniature_poodle,0.313811,2015-11-30 15:51:24+00:00,Twitter for iPhone,10.0,10.0,Lou,,119,508
671357843010908160,Italian_greyhound,0.831757,2015-11-30 15:59:17+00:00,Twitter for iPhone,9.0,10.0,None,,157,426
671485057807351808,Samoyed,0.627901,2015-12-01 00:24:48+00:00,Twitter for iPhone,11.0,10.0,Penelope,,253,806
671486386088865792,German_shepherd,0.8270350000000001,2015-12-01 00:30:04+00:00,Twitter for iPhone,10.0,10.0,Malcolm,,226,621
671504605491109889,toy_poodle,0.259115,2015-12-01 01:42:28+00:00,Twitter for iPhone,11.0,10.0,Charlie,,3866,7495
